,song_name,artists,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,Mood Label
448,Sound Of Mind,Macan Moreira,0.418,0.0373,4,-23.378,1,0.0399,0.985,0.96,0.101,0.135,143.827,audio_features,4zLErnaWoRXh91YcWZ2LKy,spotify:track:4zLErnaWoRXh91YcWZ2LKy,https://api.spotify.com/v1/tracks/4zLErnaWoRXh91YcWZ2LKy,https://api.spotify.com/v1/audio-analysis/4zLErnaWoRXh91YcWZ2LKy,122999,3,relax
449,From Home,Vivian Roost,0.408,0.0632,0,-24.044,0,0.0371,0.977,0.927,0.175,0.256,126.995,audio_features,02VydYQOYaLGZX2MWoCCQ8,spotify:track:02VydYQOYaLGZX2MWoCCQ8,https://api.spotify.com/v1/tracks/02VydYQOYaLGZX2MWoCCQ8,https://api.spotify.com/v1/audio-analysis/02VydYQOYaLGZX2MWoCCQ8,202732,3,relax
450,The Proposal,Henriette Fleich,0.368,0.0385,6,-34.973,1,0.0627,0.99,0.946,0.112,0.136,122.674,audio_features,6Xk5TR63iO5EAYfgi4Hjtl,spotify:track:6Xk5TR63iO5EAYfgi4Hjtl,https://api.spotify.com/v1/tracks/6Xk5TR63iO5EAYfgi4Hjtl,https://api.spotify.com/v1/audio-analysis/6Xk5TR63iO5EAYfgi4Hjtl,162062,3,relax
451,Ash of memory,Thomas Preber,0.334,0.0593,6,-25.109,1,0.0418,0.992,0.963,0.0836,0.107,77.555,audio_features,6rb8PeoAVfIyAJ0EqQCgU2,spotify:track:6rb8PeoAVfIyAJ0EqQCgU2,https://api.spotify.com/v1/tracks/6rb8PeoAVfIyAJ0EqQCgU2,https://api.spotify.com/v1/audio-analysis/6rb8PeoAVfIyAJ0EqQCgU2,115985,4,relax
452,A Midnight Sun,Cassandra Nestico,0.493,0.0159,4,-24.847,1,0.0362,0.992,0.908,0.106,0.313,77.532,audio_features,6FLe5vn84JPgAAiKz6ofkX,spotify:track:6FLe5vn84JPgAAiKz6ofkX,https://api.spotify.com/v1/tracks/6FLe5vn84JPgAAiKz6ofkX,https://api.spotify.com/v1/audio-analysis/6FLe5vn84JPgAAiKz6ofkX,154963,3,relax
453,The Way Home,Wendie Solomon,0.532,0.0378,10,-24.416,1,0.0532,0.993,0.938,0.101,0.196,83.185,audio_features,4QB9QRh9xUuqKTXX9JBqyZ,spotify:track:4QB9QRh9xUuqKTXX9JBqyZ,https://api.spotify.com/v1/tracks/4QB9QRh9xUuqKTXX9JBqyZ,https://api.spotify.com/v1/audio-analysis/4QB9QRh9xUuqKTXX9JBqyZ,147536,3,relax
454,Deja,Taganema,0.396,0.0424,1,-26.712,1,0.0447,0.991,0.961,0.148,0.166,63.206,audio_features,5cm73dj9ydNYALjjUOVPhu,spotify:track:5cm73dj9ydNYALjjUOVPhu,https://api.spotify.com/v1/tracks/5cm73dj9ydNYALjjUOVPhu,https://api.spotify.com/v1/audio-analysis/5cm73dj9ydNYALjjUOVPhu,145530,4,relax
455,Nordanvind,Malmkvist,0.265,0.0119,3,-33.766,1,0.0526,0.991,0.946,0.097,0.35,99.932,audio_features,42cskWMuFydbI9f9um1sTj,spotify:track:42cskWMuFydbI9f9um1sTj,https://api.spotify.com/v1/tracks/42cskWMuFydbI9f9um1sTj,https://api.spotify.com/v1/audio-analysis/42cskWMuFydbI9f9um1sTj,127000,5,relax
456,Fiume,Carluccio,0.361,0.0649,1,-23.25,1,0.0281,0.984,0.933,0.111,0.354,77.486,audio_features,0kpHSnJTru2qYTk0WFDsyA,spotify:track:0kpHSnJTru2qYTk0WFDsyA,https://api.spotify.com/v1/tracks/0kpHSnJTru2qYTk0WFDsyA,https://api.spotify.com/v1/audio-analysis/0kpHSnJTru2qYTk0WFDsyA,140125,4,relax
457,Peggy's Cove,Sarah Watson,0.415,0.0875,0,-26.532,1,0.0344,0.994,0.938,0.0946,0.204,103.774,audio_features,7yplIuBnFYA8eUje0Vi0UP,spotify:track:7yplIuBnFYA8eUje0Vi0UP,https://api.spotify.com/v1/tracks/7yplIuBnFYA8eUje0Vi0UP,https://api.spotify.com/v1/audio-analysis/7yplIuBnFYA8eUje0Vi0UP,135345,3,relax
458,Onward,Remi Sinclair,0.509,0.0154,9,-30.485,0,0.0588,0.99,0.927,0.185,0.37,132.55,audio_features,6zo1cdRzbCvGZmJVJEk8TS,spotify:track:6zo1cdRzbCvGZmJVJEk8TS,https://api.spotify.com/v1/tracks/6zo1cdRzbCvGZmJVJEk8TS,https://api.spotify.com/v1/audio-analysis/6zo1cdRzbCvGZmJVJEk8TS,134000,4,relax
459,Turn,Hideyuki Hashimoto,0.377,0.0751,3,-32.408,0,0.0293,0.989,0.908,0.0631,0.516,141.654,audio_features,0y7I045qDUH1carkgTB2UG,spotify:track:0y7I045qDUH1carkgTB2UG,https://api.spotify.com/v1/tracks/0y7I045qDUH1carkgTB2UG,https://api.spotify.com/v1/audio-analysis/0y7I045qDUH1carkgTB2UG,159000,4,relax
460,Valse Naturelle,Etienne Balestre,0.35,0.0617,3,-26.752,1,0.034,0.975,0.935,0.117,0.0931,112.155,audio_features,5IevvlxHT4pygUgmZlxhNy,spotify:track:5IevvlxHT4pygUgmZlxhNy,https://api.spotify.com/v1/tracks/5IevvlxHT4pygUgmZlxhNy,https://api.spotify.com/v1/audio-analysis/5IevvlxHT4pygUgmZlxhNy,139625,4,relax
461,When It´s Love,Junie Oakes,0.554,0.0158,7,-27.169,1,0.0353,0.995,0.883,0.112,0.279,73.762,audio_features,4BLjftEzGWk5hqVdcWbRPM,spotify:track:4BLjftEzGWk5hqVdcWbRPM,https://api.spotify.com/v1/tracks/4BLjftEzGWk5hqVdcWbRPM,https://api.spotify.com/v1/audio-analysis/4BLjftEzGWk5hqVdcWbRPM,162048,3,relax
462,Lisser,Miran,0.325,0.0615,4,-27.534,1,0.0352,0.984,0.923,0.082,0.312,94.597,audio_features,7JuANIIOksqHRFXgE8tEld,spotify:track:7JuANIIOksqHRFXgE8tEld,https://api.spotify.com/v1/tracks/7JuANIIOksqHRFXgE8tEld,https://api.spotify.com/v1/audio-analysis/7JuANIIOksqHRFXgE8tEld,125042,3,relax
463,Pines and Cedars,Maya Sarfatto,0.439,0.0237,6,-30.434,1,0.0397,0.994,0.938,0.0969,0.16,113.805,audio_features,4EIbWNNAT3TqvzflNhGKyU,spotify:track:4EIbWNNAT3TqvzflNhGKyU,https://api.spotify.com/v1/tracks/4EIbWNNAT3TqvzflNhGKyU,https://api.spotify.com/v1/audio-analysis/4EIbWNNAT3TqvzflNhGKyU,150898,4,relax
464,Never Let You Go,Junie Graziano,0.407,0.00358,2,-27.226,1,0.0477,0.995,0.952,0.1,0.289,65.243,audio_features,4p1twb8bM9ZmWE2msuH8E8,spotify:track:4p1twb8bM9ZmWE2msuH8E8,https://api.spotify.com/v1/tracks/4p1twb8bM9ZmWE2msuH8E8,https://api.spotify.com/v1/audio-analysis/4p1twb8bM9ZmWE2msuH8E8,114233,4,relax
465,Somewhere,Elijah Reeves,0.431,0.0248,8,-24.15,1,0.0354,0.988,0.933,0.107,0.257,81.153,audio_features,1xR0V8wNOmGjNd9L6lo7wM,spotify:track:1xR0V8wNOmGjNd9L6lo7wM,https://api.spotify.com/v1/tracks/1xR0V8wNOmGjNd9L6lo7wM,https://api.spotify.com/v1/audio-analysis/1xR0V8wNOmGjNd9L6lo7wM,185750,4,relax
466,Light of wintertime,Josephe Burke,0.455,0.0229,5,-25.504,1,0.0356,0.991,0.841,0.103,0.118,76.798,audio_features,3Q1HOPyyOPygEkiF5j8TDL,spotify:track:3Q1HOPyyOPygEkiF5j8TDL,https://api.spotify.com/v1/tracks/3Q1HOPyyOPygEkiF5j8TDL,https://api.spotify.com/v1/audio-analysis/3Q1HOPyyOPygEkiF5j8TDL,131295,3,relax
467,Nouvelles Tentatives,Zander Shaelyn,0.405,0.0187,10,-29.086,1,0.0372,0.986,0.924,0.107,0.229,75.78,audio_features,6rvmhiAd5jtT5CzLIcnj4p,spotify:track:6rvmhiAd5jtT5CzLIcnj4p,https://api.spotify.com/v1/tracks/6rvmhiAd5jtT5CzLIcnj4p,https://api.spotify.com/v1/audio-analysis/6rvmhiAd5jtT5CzLIcnj4p,120269,1,relax
468,Candles,Anthony Jacobus,0.448,0.00919,7,-27.355,1,0.0425,0.991,0.952,0.105,0.0953,124.602,audio_features,3c2mI16b5l3zEPNsNdWqSf,spotify:track:3c2mI16b5l3zEPNsNdWqSf,https://api.spotify.com/v1/tracks/3c2mI16b5l3zEPNsNdWqSf,https://api.spotify.com/v1/audio-analysis/3c2mI16b5l3zEPNsNdWqSf,172400,5,relax
469,Whatever Will Be,Chloe Doyle,0.509,0.00361,0,-29.96,1,0.0479,0.995,0.959,0.0878,0.199,74.787,audio_features,6adM0QgyKfIaCnPos6OXX6,spotify:track:6adM0QgyKfIaCnPos6OXX6,https://api.spotify.com/v1/tracks/6adM0QgyKfIaCnPos6OXX6,https://api.spotify.com/v1/audio-analysis/6adM0QgyKfIaCnPos6OXX6,112803,3,relax
470,Les Soir,Mes Croquis,0.467,0.0308,3,-25.797,1,0.0412,0.994,0.944,0.107,0.192,67.32,audio_features,0WM2fu4FoREAkHiD25SAOj,spotify:track:0WM2fu4FoREAkHiD25SAOj,https://api.spotify.com/v1/tracks/0WM2fu4FoREAkHiD25SAOj,https://api.spotify.com/v1/audio-analysis/0WM2fu4FoREAkHiD25SAOj,144875,4,relax
471,Mercury,Ivan Malik,0.265,0.0104,8,-32.0,1,0.0411,0.992,0.911,0.115,0.115,81.119,audio_features,1DeFsFITQCaI7J881M33W9,spotify:track:1DeFsFITQCaI7J881M33W9,https://api.spotify.com/v1/tracks/1DeFsFITQCaI7J881M33W9,https://api.spotify.com/v1/audio-analysis/1DeFsFITQCaI7J881M33W9,180875,5,relax
472,Release from silence,Patrick Buote,0.243,0.0101,1,-29.778,1,0.0401,0.976,0.908,0.0981,0.127,172.937,audio_features,2t9Fi5LCyFyha1EfaPqVD9,spotify:track:2t9Fi5LCyFyha1EfaPqVD9,https://api.spotify.com/v1/tracks/2t9Fi5LCyFyha1EfaPqVD9,https://api.spotify.com/v1/audio-analysis/2t9Fi5LCyFyha1EfaPqVD9,137642,4,relax
473,Printemps,Les Rêveries,0.499,0.0613,3,-23.777,1,0.0471,0.988,0.946,0.112,0.243,75.102,audio_features,5aqsEPDq44asJ3eJDlYq1F,spotify:track:5aqsEPDq44asJ3eJDlYq1F,https://api.spotify.com/v1/tracks/5aqsEPDq44asJ3eJDlYq1F,https://api.spotify.com/v1/audio-analysis/5aqsEPDq44asJ3eJDlYq1F,137425,4,relax
474,Moondust,Nina Fiadh,0.464,0.0137,7,-27.086,1,0.0496,0.992,0.969,0.105,0.292,102.008,audio_features,3Kd4HLl20kMtG64MrdVJ86,spotify:track:3Kd4HLl20kMtG64MrdVJ86,https://api.spotify.com/v1/tracks/3Kd4HLl20kMtG64MrdVJ86,https://api.spotify.com/v1/audio-analysis/3Kd4HLl20kMtG64MrdVJ86,115566,4,relax
475,Air from Air,Yasuo Zen,0.538,0.0101,6,-29.191,1,0.0363,0.995,0.942,0.088,0.481,68.322,audio_features,7jUgBIVfc6C2YfFqFmETxz,spotify:track:7jUgBIVfc6C2YfFqFmETxz,https://api.spotify.com/v1/tracks/7jUgBIVfc6C2YfFqFmETxz,https://api.spotify.com/v1/audio-analysis/7jUgBIVfc6C2YfFqFmETxz,199429,4,relax
476,Azalea,Chad Hammond,0.351,0.0335,7,-30.558,1,0.033,0.992,0.919,0.087,0.24,94.378,audio_features,0Y8MBkgAK872pVX48wWpL5,spotify:track:0Y8MBkgAK872pVX48wWpL5,https://api.spotify.com/v1/tracks/0Y8MBkgAK872pVX48wWpL5,https://api.spotify.com/v1/audio-analysis/0Y8MBkgAK872pVX48wWpL5,143750,3,relax
477,Lofoten,Otto Noir,0.292,0.0747,1,-30.565,1,0.04,0.993,0.894,0.106,0.409,87.915,audio_features,3cn7PHrN7FdhOrH2wqPeKe,spotify:track:3cn7PHrN7FdhOrH2wqPeKe,https://api.spotify.com/v1/tracks/3cn7PHrN7FdhOrH2wqPeKe,https://api.spotify.com/v1/audio-analysis/3cn7PHrN7FdhOrH2wqPeKe,161914,4,relax
478,Liminal ride,Luna Bauer,0.321,0.0269,4,-27.988,1,0.0312,0.989,0.891,0.105,0.193,90.174,audio_features,7zVpXNJWZTx9VFGsASdvDb,spotify:track:7zVpXNJWZTx9VFGsASdvDb,https://api.spotify.com/v1/tracks/7zVpXNJWZTx9VFGsASdvDb,https://api.spotify.com/v1/audio-analysis/7zVpXNJWZTx9VFGsASdvDb,156706,4,relax
479,Muse,Ina Lawson,0.43,0.00699,10,-27.595,1,0.0447,0.993,0.953,0.105,0.19,76.73,audio_features,3SV20Qhy0Ttd1f8fIZQiUT,spotify:track:3SV20Qhy0Ttd1f8fIZQiUT,https://api.spotify.com/v1/tracks/3SV20Qhy0Ttd1f8fIZQiUT,https://api.spotify.com/v1/audio-analysis/3SV20Qhy0Ttd1f8fIZQiUT,133375,1,relax
480,Morning Dance,Amine Ayad,0.402,0.0619,8,-23.399,1,0.0361,0.984,0.933,0.111,0.14,65.875,audio_features,73uDJDqIcF5QQWXZ19rH8z,spotify:track:73uDJDqIcF5QQWXZ19rH8z,https://api.spotify.com/v1/tracks/73uDJDqIcF5QQWXZ19rH8z,https://api.spotify.com/v1/audio-analysis/73uDJDqIcF5QQWXZ19rH8z,115124,4,relax
481,Entangled - Ole-Bjørn Talstad Rework,"Klur, Ole-Bjørn Talstad",0.31,0.0352,6,-28.139,0,0.0336,0.98,0.908,0.0978,0.148,157.343,audio_features,3ZvBA6TQA4CTOZNOyxou90,spotify:track:3ZvBA6TQA4CTOZNOyxou90,https://api.spotify.com/v1/tracks/3ZvBA6TQA4CTOZNOyxou90,https://api.spotify.com/v1/audio-analysis/3ZvBA6TQA4CTOZNOyxou90,133488,3,relax
482,The Tree,Ludovico Einaudi,0.225,0.00332,5,-38.899,1,0.0546,0.994,0.945,0.0936,0.394,67.988,audio_features,6eir7TDacjXjFscPxDFHC4,spotify:track:6eir7TDacjXjFscPxDFHC4,https://api.spotify.com/v1/tracks/6eir7TDacjXjFscPxDFHC4,https://api.spotify.com/v1/audio-analysis/6eir7TDacjXjFscPxDFHC4,199167,3,relax
483,Má sestra,Jani Lechleiter,0.496,0.0317,3,-25.204,0,0.0479,0.995,0.954,0.105,0.256,73.191,audio_features,49VzYsJHrITQOn28WBMztb,spotify:track:49VzYsJHrITQOn28WBMztb,https://api.spotify.com/v1/tracks/49VzYsJHrITQOn28WBMztb,https://api.spotify.com/v1/audio-analysis/49VzYsJHrITQOn28WBMztb,125056,4,relax
484,A Place To Hide,Boil The Ocean,0.435,0.0405,2,-25.515,1,0.0313,0.992,0.905,0.0954,0.129,78.151,audio_features,0eMa3P0kQJjYqguUgKFt4y,spotify:track:0eMa3P0kQJjYqguUgKFt4y,https://api.spotify.com/v1/tracks/0eMa3P0kQJjYqguUgKFt4y,https://api.spotify.com/v1/audio-analysis/0eMa3P0kQJjYqguUgKFt4y,147507,4,relax
485,Poesia,Fernando Alegre,0.641,0.0114,6,-27.475,1,0.0458,0.996,0.964,0.106,0.483,80.989,audio_features,7F6hlMdM7OrUw8C1W4pjAC,spotify:track:7F6hlMdM7OrUw8C1W4pjAC,https://api.spotify.com/v1/tracks/7F6hlMdM7OrUw8C1W4pjAC,https://api.spotify.com/v1/audio-analysis/7F6hlMdM7OrUw8C1W4pjAC,125249,3,relax
486,Solace,Claire Lerdier,0.642,0.0202,3,-30.725,1,0.0424,0.994,0.928,0.115,0.174,101.97,audio_features,6axlKJ7OnW6zxM16Hxwbb0,spotify:track:6axlKJ7OnW6zxM16Hxwbb0,https://api.spotify.com/v1/tracks/6axlKJ7OnW6zxM16Hxwbb0,https://api.spotify.com/v1/audio-analysis/6axlKJ7OnW6zxM16Hxwbb0,151765,3,relax
487,Me Time,Jakob München,0.723,0.253,3,-25.567,1,0.0562,0.992,0.953,0.0956,0.19,86.956,audio_features,15ErabbOFwo4gEknWytsAG,spotify:track:15ErabbOFwo4gEknWytsAG,https://api.spotify.com/v1/tracks/15ErabbOFwo4gEknWytsAG,https://api.spotify.com/v1/audio-analysis/15ErabbOFwo4gEknWytsAG,116207,4,relax
488,Quiet Eyes,Davignon,0.345,0.0305,6,-24.169,0,0.0326,0.987,0.935,0.1,0.137,162.612,audio_features,2oafUifmaR1uBS3o9o7uLO,spotify:track:2oafUifmaR1uBS3o9o7uLO,https://api.spotify.com/v1/tracks/2oafUifmaR1uBS3o9o7uLO,https://api.spotify.com/v1/audio-analysis/2oafUifmaR1uBS3o9o7uLO,141451,4,relax
489,Through The Blue - Piano Version,Roger Eno,0.441,0.00957,7,-26.839,1,0.0308,0.987,0.884,0.0954,0.373,75.403,audio_features,5gbZe9oyXXQDMLXFGsR4YC,spotify:track:5gbZe9oyXXQDMLXFGsR4YC,https://api.spotify.com/v1/tracks/5gbZe9oyXXQDMLXFGsR4YC,https://api.spotify.com/v1/audio-analysis/5gbZe9oyXXQDMLXFGsR4YC,225495,4,relax
490,Spring Thaw,Josh Jacobson,0.381,0.0574,5,-27.602,1,0.0316,0.985,0.913,0.106,0.0895,103.14,audio_features,2MpWue0eGp2YXKesVwxJDA,spotify:track:2MpWue0eGp2YXKesVwxJDA,https://api.spotify.com/v1/tracks/2MpWue0eGp2YXKesVwxJDA,https://api.spotify.com/v1/audio-analysis/2MpWue0eGp2YXKesVwxJDA,180372,4,relax
491,Gently falling rain,Ivan Blois,0.557,0.0177,7,-26.803,1,0.0564,0.995,0.965,0.0996,0.397,135.228,audio_features,1KCIBiCtznGzZWuB1IWHJk,spotify:track:1KCIBiCtznGzZWuB1IWHJk,https://api.spotify.com/v1/tracks/1KCIBiCtznGzZWuB1IWHJk,https://api.spotify.com/v1/audio-analysis/1KCIBiCtznGzZWuB1IWHJk,127500,4,relax
492,Benediction,Nadav Amir-Himmel,0.375,0.0662,7,-26.344,0,0.0483,0.995,0.922,0.131,0.214,117.282,audio_features,0vebajCQqWh9EQ5wAYguqo,spotify:track:0vebajCQqWh9EQ5wAYguqo,https://api.spotify.com/v1/tracks/0vebajCQqWh9EQ5wAYguqo,https://api.spotify.com/v1/audio-analysis/0vebajCQqWh9EQ5wAYguqo,143920,4,relax
493,fields of forever - sleep rework,Chad Lawson,0.663,0.0132,10,-33.243,1,0.046,0.995,0.953,0.0887,0.327,120.107,audio_features,1g3qZv1GGqwMBrXzogTpTx,spotify:track:1g3qZv1GGqwMBrXzogTpTx,https://api.spotify.com/v1/tracks/1g3qZv1GGqwMBrXzogTpTx,https://api.spotify.com/v1/audio-analysis/1g3qZv1GGqwMBrXzogTpTx,221703,4,relax
494,Sou,Hideyuki Hashimoto,0.438,0.0928,1,-28.437,1,0.0304,0.991,0.953,0.105,0.347,137.22,audio_features,0tMRFAZNW3Mu4cMV0QUw0Q,spotify:track:0tMRFAZNW3Mu4cMV0QUw0Q,https://api.spotify.com/v1/tracks/0tMRFAZNW3Mu4cMV0QUw0Q,https://api.spotify.com/v1/audio-analysis/0tMRFAZNW3Mu4cMV0QUw0Q,123000,4,relax
495,Omoidasu,Crimson Memoirs,0.309,0.0599,9,-29.964,1,0.0692,0.994,0.932,0.106,0.382,79.049,audio_features,6t2Gwyci8Q6WPQMtzTMNh6,spotify:track:6t2Gwyci8Q6WPQMtzTMNh6,https://api.spotify.com/v1/tracks/6t2Gwyci8Q6WPQMtzTMNh6,https://api.spotify.com/v1/audio-analysis/6t2Gwyci8Q6WPQMtzTMNh6,117893,3,relax
496,Matterello,Valeria Pintile,0.398,0.0287,6,-26.752,1,0.0383,0.981,0.918,0.096,0.084,90.153,audio_features,1fBfm3eA3qgQvJlT4VPwjC,spotify:track:1fBfm3eA3qgQvJlT4VPwjC,https://api.spotify.com/v1/tracks/1fBfm3eA3qgQvJlT4VPwjC,https://api.spotify.com/v1/audio-analysis/1fBfm3eA3qgQvJlT4VPwjC,170122,4,relax
497,Sun sinking at dusk,Noemi Lucas,0.414,0.0257,9,-28.816,1,0.0375,0.995,0.896,0.0869,0.21,103.102,audio_features,5Y223UTPJjOIDVS2vs73g0,spotify:track:5Y223UTPJjOIDVS2vs73g0,https://api.spotify.com/v1/tracks/5Y223UTPJjOIDVS2vs73g0,https://api.spotify.com/v1/audio-analysis/5Y223UTPJjOIDVS2vs73g0,153306,4,relax
498,At The End Of The Day,Frederico Morales,0.481,0.0246,0,-24.192,1,0.0393,0.991,0.955,0.11,0.127,100.305,audio_features,3x16lncPJzr2VDTtVrPpgj,spotify:track:3x16lncPJzr2VDTtVrPpgj,https://api.spotify.com/v1/tracks/3x16lncPJzr2VDTtVrPpgj,https://api.spotify.com/v1/audio-analysis/3x16lncPJzr2VDTtVrPpgj,131951,4,relax
499,Fallen Flowers,Akira Kosemura,0.586,0.0805,8,-23.081,0,0.0341,0.987,0.943,0.0948,0.213,112.213,audio_features,7AZCidWfobiJzWoxPB67gr,spotify:track:7AZCidWfobiJzWoxPB67gr,https://api.spotify.com/v1/tracks/7AZCidWfobiJzWoxPB67gr,https://api.spotify.com/v1/audio-analysis/7AZCidWfobiJzWoxPB67gr,189940,4,relax
500,Act Of Reconciling,Herbe Matin,0.469,0.0029,8,-40.436,1,0.0525,0.992,0.939,0.135,0.509,116.219,audio_features,3iTgM3cDPpZCQ4GL1pP0Ss,spotify:track:3iTgM3cDPpZCQ4GL1pP0Ss,https://api.spotify.com/v1/tracks/3iTgM3cDPpZCQ4GL1pP0Ss,https://api.spotify.com/v1/audio-analysis/3iTgM3cDPpZCQ4GL1pP0Ss,143400,4,relax
501,Sommarvals,Christian Peterson-Bergling,0.352,0.0464,1,-27.631,1,0.0307,0.973,0.879,0.107,0.339,98.943,audio_features,0tL0JB08d5De5zBko245Y8,spotify:track:0tL0JB08d5De5zBko245Y8,https://api.spotify.com/v1/tracks/0tL0JB08d5De5zBko245Y8,https://api.spotify.com/v1/audio-analysis/0tL0JB08d5De5zBko245Y8,176557,4,relax
502,Take care,Wilson Trouvé,0.412,0.0451,5,-30.732,1,0.0419,0.992,0.932,0.103,0.762,170.149,audio_features,244BGt6n916G7NdoOUKSsX,spotify:track:244BGt6n916G7NdoOUKSsX,https://api.spotify.com/v1/tracks/244BGt6n916G7NdoOUKSsX,https://api.spotify.com/v1/audio-analysis/244BGt6n916G7NdoOUKSsX,128932,3,relax
503,Ved,Anton Lindholm,0.259,0.0424,7,-28.504,0,0.0406,0.995,0.892,0.103,0.3,205.672,audio_features,75XNNOrKVTwJ1lEGbE1a8q,spotify:track:75XNNOrKVTwJ1lEGbE1a8q,https://api.spotify.com/v1/tracks/75XNNOrKVTwJ1lEGbE1a8q,https://api.spotify.com/v1/audio-analysis/75XNNOrKVTwJ1lEGbE1a8q,137071,4,relax
504,Koto - piano room,Hideyuki Hashimoto,0.445,0.0367,1,-31.319,1,0.0433,0.991,0.944,0.0896,0.13,75.396,audio_features,48Jivh6jAj87eK6lj3FtUo,spotify:track:48Jivh6jAj87eK6lj3FtUo,https://api.spotify.com/v1/tracks/48Jivh6jAj87eK6lj3FtUo,https://api.spotify.com/v1/audio-analysis/48Jivh6jAj87eK6lj3FtUo,150833,3,relax
505,The stars are listening,Carl Faber,0.427,0.00626,4,-28.056,1,0.0506,0.995,0.939,0.0909,0.406,63.282,audio_features,4ZcUrMyRwkK3lH82VV6HbP,spotify:track:4ZcUrMyRwkK3lH82VV6HbP,https://api.spotify.com/v1/tracks/4ZcUrMyRwkK3lH82VV6HbP,https://api.spotify.com/v1/audio-analysis/4ZcUrMyRwkK3lH82VV6HbP,111500,4,relax
506,Days Passing By,Noomi Meerbach,0.362,0.0317,2,-24.252,1,0.0496,0.993,0.964,0.0994,0.329,81.007,audio_features,6yFNVbbhoPzPmGCYZWlFcw,spotify:track:6yFNVbbhoPzPmGCYZWlFcw,https://api.spotify.com/v1/tracks/6yFNVbbhoPzPmGCYZWlFcw,https://api.spotify.com/v1/audio-analysis/6yFNVbbhoPzPmGCYZWlFcw,159440,4,relax
507,Twilights,Mirta da Silva,0.396,0.0281,2,-30.963,1,0.0333,0.994,0.878,0.103,0.296,100.61,audio_features,10qZCmeusg6BbdHDTMADpr,spotify:track:10qZCmeusg6BbdHDTMADpr,https://api.spotify.com/v1/tracks/10qZCmeusg6BbdHDTMADpr,https://api.spotify.com/v1/audio-analysis/10qZCmeusg6BbdHDTMADpr,137647,4,relax
508,Together Again,Cinthya Garcia,0.364,0.064,9,-24.643,1,0.0384,0.993,0.925,0.0971,0.403,131.662,audio_features,5Nx2GkAaDfh18aZ99OyctW,spotify:track:5Nx2GkAaDfh18aZ99OyctW,https://api.spotify.com/v1/tracks/5Nx2GkAaDfh18aZ99OyctW,https://api.spotify.com/v1/audio-analysis/5Nx2GkAaDfh18aZ99OyctW,121750,4,relax
509,Tomorrow,Nate LaFleur,0.289,0.034,3,-32.438,1,0.0346,0.967,0.884,0.108,0.141,122.271,audio_features,2QvgJkZmnXdozvMMgfohJp,spotify:track:2QvgJkZmnXdozvMMgfohJp,https://api.spotify.com/v1/tracks/2QvgJkZmnXdozvMMgfohJp,https://api.spotify.com/v1/audio-analysis/2QvgJkZmnXdozvMMgfohJp,154875,4,relax
510,Missing You,Aeyes Libe,0.472,0.0307,7,-25.871,1,0.0467,0.996,0.954,0.0979,0.301,137.361,audio_features,5zj5thfMd7zGlgMGIBbLag,spotify:track:5zj5thfMd7zGlgMGIBbLag,https://api.spotify.com/v1/tracks/5zj5thfMd7zGlgMGIBbLag,https://api.spotify.com/v1/audio-analysis/5zj5thfMd7zGlgMGIBbLag,148875,4,relax
511,Peaceful Thoughts,Listening Wind,0.377,0.0226,5,-22.748,1,0.0394,0.989,0.941,0.121,0.159,164.635,audio_features,5xm1Ot6JDIp5r9SFM6XQrW,spotify:track:5xm1Ot6JDIp5r9SFM6XQrW,https://api.spotify.com/v1/tracks/5xm1Ot6JDIp5r9SFM6XQrW,https://api.spotify.com/v1/audio-analysis/5xm1Ot6JDIp5r9SFM6XQrW,140602,4,relax
512,If You Should Go,Nora Gray,0.611,0.0126,7,-26.619,1,0.0671,0.996,0.94,0.107,0.263,68.395,audio_features,4EQRrRdoQ8vC4ULe8Kygpw,spotify:track:4EQRrRdoQ8vC4ULe8Kygpw,https://api.spotify.com/v1/tracks/4EQRrRdoQ8vC4ULe8Kygpw,https://api.spotify.com/v1/audio-analysis/4EQRrRdoQ8vC4ULe8Kygpw,127538,4,relax
513,Tôt le matin,Alonzo Gautier,0.495,0.084,1,-24.684,1,0.0735,0.995,0.968,0.102,0.453,69.216,audio_features,5TRzmeTTbtVrsblB0HTZn7,spotify:track:5TRzmeTTbtVrsblB0HTZn7,https://api.spotify.com/v1/tracks/5TRzmeTTbtVrsblB0HTZn7,https://api.spotify.com/v1/audio-analysis/5TRzmeTTbtVrsblB0HTZn7,130890,4,relax
514,Eclipsis,Ryley Moss,0.375,0.0141,11,-26.919,1,0.0365,0.991,0.94,0.0915,0.0443,107.309,audio_features,2vcdqUMFMbKYvqzBYsVZDn,spotify:track:2vcdqUMFMbKYvqzBYsVZDn,https://api.spotify.com/v1/tracks/2vcdqUMFMbKYvqzBYsVZDn,https://api.spotify.com/v1/audio-analysis/2vcdqUMFMbKYvqzBYsVZDn,146079,4,relax
