,song_name,artists,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,Mood Label
173,Moth To A Flame (with The Weeknd),"Swedish House Mafia, The Weeknd",0.553,0.659,8,-7.295,1,0.0391,0.0027,0.0,0.105,0.105,120.146,audio_features,0VO8gYVDSwM1Qdd2GsMoYK,spotify:track:0VO8gYVDSwM1Qdd2GsMoYK,https://api.spotify.com/v1/tracks/0VO8gYVDSwM1Qdd2GsMoYK,https://api.spotify.com/v1/audio-analysis/0VO8gYVDSwM1Qdd2GsMoYK,234000,4,epic
174,Mood (feat. iann dior),"24kGoldn, iann dior",0.701,0.716,7,-3.671,0,0.0361,0.174,0.0,0.324,0.732,91.007,audio_features,4jPy3l0RUwlUI9T5XHBW2m,spotify:track:4jPy3l0RUwlUI9T5XHBW2m,https://api.spotify.com/v1/tracks/4jPy3l0RUwlUI9T5XHBW2m,https://api.spotify.com/v1/audio-analysis/4jPy3l0RUwlUI9T5XHBW2m,140533,4,epic
175,Deep Down (feat. Never Dull),"Alok, Ella Eyre, Kenny Dope, Never Dull",0.687,0.818,0,-4.221,1,0.0778,0.0112,0.0,0.248,0.886,125.952,audio_features,7MIhUdNJtaOnDmC5nBC1fb,spotify:track:7MIhUdNJtaOnDmC5nBC1fb,https://api.spotify.com/v1/tracks/7MIhUdNJtaOnDmC5nBC1fb,https://api.spotify.com/v1/audio-analysis/7MIhUdNJtaOnDmC5nBC1fb,165753,4,epic
176,Call It Love,"Felix Jaehn, Ray Dalton",0.616,0.841,5,-4.779,0,0.076,0.0559,0.00217,0.417,0.714,110.029,audio_features,5YdnOm5990Kfq1Jodws98B,spotify:track:5YdnOm5990Kfq1Jodws98B,https://api.spotify.com/v1/tracks/5YdnOm5990Kfq1Jodws98B,https://api.spotify.com/v1/audio-analysis/5YdnOm5990Kfq1Jodws98B,154561,4,epic
177,DÁKITI,"Bad Bunny, Jhayco",0.731,0.573,4,-10.059,0,0.0544,0.401,5.22e-05,0.113,0.145,109.928,audio_features,47EiUVwUp4C9fGccaPuUCS,spotify:track:47EiUVwUp4C9fGccaPuUCS,https://api.spotify.com/v1/tracks/47EiUVwUp4C9fGccaPuUCS,https://api.spotify.com/v1/audio-analysis/47EiUVwUp4C9fGccaPuUCS,205090,4,epic
178,Words (feat. Zara Larsson),"Alesso, Zara Larsson",0.739,0.586,10,-5.079,0,0.0472,0.0245,0.000252,0.308,0.444,124.026,audio_features,1bgKMxPQU7JIZEhNsM1vFs,spotify:track:1bgKMxPQU7JIZEhNsM1vFs,https://api.spotify.com/v1/tracks/1bgKMxPQU7JIZEhNsM1vFs,https://api.spotify.com/v1/audio-analysis/1bgKMxPQU7JIZEhNsM1vFs,142677,4,epic
179,PUFFIN ON ZOOTIEZ,Future,0.883,0.657,8,-5.748,1,0.305,0.0603,0.0,0.128,0.284,124.992,audio_features,1qMMYpVatbRITKCfq1gasi,spotify:track:1qMMYpVatbRITKCfq1gasi,https://api.spotify.com/v1/tracks/1qMMYpVatbRITKCfq1gasi,https://api.spotify.com/v1/audio-analysis/1qMMYpVatbRITKCfq1gasi,172933,4,epic
180,La Jumpa,"Arcángel, Bad Bunny",0.713,0.703,8,-5.769,1,0.194,0.298,0.0,0.321,0.576,123.06,audio_features,5MxFWjuqQIsbNWbMdMdbli,spotify:track:5MxFWjuqQIsbNWbMdMdbli,https://api.spotify.com/v1/tracks/5MxFWjuqQIsbNWbMdMdbli,https://api.spotify.com/v1/audio-analysis/5MxFWjuqQIsbNWbMdMdbli,255693,4,epic
181,REACT,"Switch Disco, Ella Henderson, Robert Miles",0.737,0.899,6,-3.189,0,0.0556,0.0329,0.0,0.186,0.358,125.992,audio_features,1UPHCP5YeVfele4DMbdGyi,spotify:track:1UPHCP5YeVfele4DMbdGyi,https://api.spotify.com/v1/tracks/1UPHCP5YeVfele4DMbdGyi,https://api.spotify.com/v1/audio-analysis/1UPHCP5YeVfele4DMbdGyi,201146,4,epic
182,INDUSTRY BABY (feat. Jack Harlow),"Lil Nas X, Jack Harlow",0.736,0.704,3,-7.409,0,0.0615,0.0203,0.0,0.0501,0.894,149.995,audio_features,27NovPIUIRrOZoCHxABJwK,spotify:track:27NovPIUIRrOZoCHxABJwK,https://api.spotify.com/v1/tracks/27NovPIUIRrOZoCHxABJwK,https://api.spotify.com/v1/audio-analysis/27NovPIUIRrOZoCHxABJwK,212000,4,epic
183,The Motto,"Tiësto, Ava Max",0.754,0.763,7,-4.627,0,0.0435,0.0301,2.23e-05,0.0901,0.464,117.953,audio_features,18asYwWugKjjsihZ0YvRxO,spotify:track:18asYwWugKjjsihZ0YvRxO,https://api.spotify.com/v1/tracks/18asYwWugKjjsihZ0YvRxO,https://api.spotify.com/v1/audio-analysis/18asYwWugKjjsihZ0YvRxO,164819,4,epic
184,Need to Know,Doja Cat,0.664,0.609,1,-6.509,1,0.0707,0.304,0.0,0.0926,0.194,130.041,audio_features,3Vi5XqYrmQgOYBajMWSvCi,spotify:track:3Vi5XqYrmQgOYBajMWSvCi,https://api.spotify.com/v1/tracks/3Vi5XqYrmQgOYBajMWSvCi,https://api.spotify.com/v1/audio-analysis/3Vi5XqYrmQgOYBajMWSvCi,210560,4,epic
185,N95,Kendrick Lamar,0.79,0.67,1,-5.527,1,0.105,0.377,2.32e-06,0.119,0.408,139.956,audio_features,0fX4oNGBWO3dSGUZcVdVV2,spotify:track:0fX4oNGBWO3dSGUZcVdVV2,https://api.spotify.com/v1/tracks/0fX4oNGBWO3dSGUZcVdVV2,https://api.spotify.com/v1/audio-analysis/0fX4oNGBWO3dSGUZcVdVV2,195950,4,epic
186,Thunder,"Gabry Ponte, LUM!X, Prezioso",0.67,0.896,1,-4.673,1,0.058,0.0342,3.21e-05,0.344,0.403,101.216,audio_features,2USlegnFJLrVLpoVfPimKB,spotify:track:2USlegnFJLrVLpoVfPimKB,https://api.spotify.com/v1/tracks/2USlegnFJLrVLpoVfPimKB,https://api.spotify.com/v1/audio-analysis/2USlegnFJLrVLpoVfPimKB,160000,3,epic
187,Esta Vida,"Marshmello, Farruko",0.755,0.676,5,-7.349,1,0.0377,0.0418,0.00176,0.204,0.461,123.98,audio_features,5OSGdSxtulzlzdPdK2MQJC,spotify:track:5OSGdSxtulzlzdPdK2MQJC,https://api.spotify.com/v1/tracks/5OSGdSxtulzlzdPdK2MQJC,https://api.spotify.com/v1/audio-analysis/5OSGdSxtulzlzdPdK2MQJC,209136,4,epic
188,Private Landing (feat. Justin Bieber & Future),"Don Toliver, Justin Bieber, Future",0.843,0.669,1,-4.105,0,0.0639,0.0846,1.28e-05,0.105,0.435,136.979,audio_features,52NGJPcLUzQq5w7uv4e5gf,spotify:track:52NGJPcLUzQq5w7uv4e5gf,https://api.spotify.com/v1/tracks/52NGJPcLUzQq5w7uv4e5gf,https://api.spotify.com/v1/audio-analysis/52NGJPcLUzQq5w7uv4e5gf,238253,4,epic
189,21 Reasons (feat. Ella Henderson),"Nathan Dawe, Ella Henderson",0.621,0.785,6,-4.499,1,0.11,0.0165,5.92e-06,0.0512,0.779,123.96,audio_features,1RF02Cf80mTaeNXG2P2boR,spotify:track:1RF02Cf80mTaeNXG2P2boR,https://api.spotify.com/v1/tracks/1RF02Cf80mTaeNXG2P2boR,https://api.spotify.com/v1/audio-analysis/1RF02Cf80mTaeNXG2P2boR,155253,4,epic
190,Vegas (From the Original Motion Picture Soundtrack ELVIS),Doja Cat,0.801,0.601,8,-7.574,0,0.255,0.0777,3.23e-05,0.145,0.74,159.969,audio_features,0hquQWY3xvYqN4qtiquniF,spotify:track:0hquQWY3xvYqN4qtiquniF,https://api.spotify.com/v1/tracks/0hquQWY3xvYqN4qtiquniF,https://api.spotify.com/v1/audio-analysis/0hquQWY3xvYqN4qtiquniF,182907,4,epic
191,MONTERO (Call Me By Your Name),Lil Nas X,0.593,0.503,8,-6.725,0,0.22,0.293,0.0,0.405,0.71,178.781,audio_features,1SC5rEoYDGUK4NfG82494W,spotify:track:1SC5rEoYDGUK4NfG82494W,https://api.spotify.com/v1/tracks/1SC5rEoYDGUK4NfG82494W,https://api.spotify.com/v1/audio-analysis/1SC5rEoYDGUK4NfG82494W,137704,4,epic
192,Goosebumps - Remix,"Travis Scott, HVME",0.841,0.593,1,-7.846,1,0.0379,0.418,0.0,0.124,0.808,124.917,audio_features,5uEYRdEIh9Bo4fpjDd4Na9,spotify:track:5uEYRdEIh9Bo4fpjDd4Na9,https://api.spotify.com/v1/tracks/5uEYRdEIh9Bo4fpjDd4Na9,https://api.spotify.com/v1/audio-analysis/5uEYRdEIh9Bo4fpjDd4Na9,162803,4,epic
193,One in a Million,"Bebe Rexha, David Guetta",0.454,0.931,11,-4.083,1,0.0321,0.238,0.000623,0.289,0.462,137.945,audio_features,3YfGTvsTAWGC2lgoDOikUz,spotify:track:3YfGTvsTAWGC2lgoDOikUz,https://api.spotify.com/v1/tracks/3YfGTvsTAWGC2lgoDOikUz,https://api.spotify.com/v1/audio-analysis/3YfGTvsTAWGC2lgoDOikUz,160530,4,epic
194,Nonstop,Drake,0.912,0.412,7,-8.074,1,0.123,0.0165,0.0126,0.104,0.423,154.983,audio_features,0TlLq3lA83rQOYtrqBqSct,spotify:track:0TlLq3lA83rQOYtrqBqSct,https://api.spotify.com/v1/tracks/0TlLq3lA83rQOYtrqBqSct,https://api.spotify.com/v1/audio-analysis/0TlLq3lA83rQOYtrqBqSct,238614,4,epic
195,WORTH NOTHING (feat. Oliver Tree) - Fast & Furious: Drift Tape/Phonk Vol 1,"TWISTED, Oliver Tree, Fast & Furious: The Fast Saga",0.604,0.601,2,-7.887,0,0.0628,0.15,0.000579,0.168,0.156,139.88,audio_features,65tX8MBdsnTiwy9UoIPHzr,spotify:track:65tX8MBdsnTiwy9UoIPHzr,https://api.spotify.com/v1/tracks/65tX8MBdsnTiwy9UoIPHzr,https://api.spotify.com/v1/audio-analysis/65tX8MBdsnTiwy9UoIPHzr,164629,4,epic
196,Move Your Body,"Öwnboss, Sevek",0.848,0.821,2,-5.408,0,0.0527,0.0169,0.000403,0.0962,0.249,125.051,audio_features,6GomT970rCOkKAyyrwJeZi,spotify:track:6GomT970rCOkKAyyrwJeZi,https://api.spotify.com/v1/tracks/6GomT970rCOkKAyyrwJeZi,https://api.spotify.com/v1/audio-analysis/6GomT970rCOkKAyyrwJeZi,157445,4,epic
197,LOKERA,"Rauw Alejandro, Lyanno, Brray",0.834,0.828,11,-2.657,0,0.0452,0.21,5.91e-06,0.103,0.58,102.019,audio_features,79HZAZNnOE97rb2hnI0XQr,spotify:track:79HZAZNnOE97rb2hnI0XQr,https://api.spotify.com/v1/tracks/79HZAZNnOE97rb2hnI0XQr,https://api.spotify.com/v1/audio-analysis/79HZAZNnOE97rb2hnI0XQr,195294,4,epic
198,Where Did You Go? (feat. MNEK),"Jax Jones, MNEK",0.763,0.782,7,-4.541,0,0.0346,0.182,7.08e-06,0.293,0.502,127.034,audio_features,3sa06xVNmLLYIxdNNmVQN8,spotify:track:3sa06xVNmLLYIxdNNmVQN8,https://api.spotify.com/v1/tracks/3sa06xVNmLLYIxdNNmVQN8,https://api.spotify.com/v1/audio-analysis/3sa06xVNmLLYIxdNNmVQN8,177689,4,epic
199,In Ha Mood,Ice Spice,0.768,0.74,0,-6.595,1,0.336,0.696,6.81e-06,0.23,0.532,141.059,audio_features,0yUaLqhsVsguBpoOPL4cO7,spotify:track:0yUaLqhsVsguBpoOPL4cO7,https://api.spotify.com/v1/tracks/0yUaLqhsVsguBpoOPL4cO7,https://api.spotify.com/v1/audio-analysis/0yUaLqhsVsguBpoOPL4cO7,129362,4,epic
200,La Llevo Al Cielo (Ft. Ñengo Flow),"Chris Jedi, Anuel AA, Chencho Corleone, Ñengo Flow",0.795,0.845,9,-3.809,0,0.135,0.105,1.14e-05,0.172,0.769,170.023,audio_features,6DoL1yYIwEW7VZMRaJhoJI,spotify:track:6DoL1yYIwEW7VZMRaJhoJI,https://api.spotify.com/v1/tracks/6DoL1yYIwEW7VZMRaJhoJI,https://api.spotify.com/v1/audio-analysis/6DoL1yYIwEW7VZMRaJhoJI,254920,4,epic
201,OUT OUT (feat. Charli XCX & Saweetie),"Joel Corry, Jax Jones, Charli XCX, Saweetie",0.787,0.833,8,-4.403,1,0.0478,0.018,0.00747,0.0374,0.796,123.97,audio_features,6Dy1jexKYriXAVG6evyUTJ,spotify:track:6Dy1jexKYriXAVG6evyUTJ,https://api.spotify.com/v1/tracks/6Dy1jexKYriXAVG6evyUTJ,https://api.spotify.com/v1/audio-analysis/6Dy1jexKYriXAVG6evyUTJ,162604,4,epic
202,Element,Pop Smoke,0.772,0.878,2,-4.22,1,0.324,0.0301,2.18e-06,0.251,0.305,61.311,audio_features,57BGVV6wcyhbn3hsjlqEZB,spotify:track:57BGVV6wcyhbn3hsjlqEZB,https://api.spotify.com/v1/tracks/57BGVV6wcyhbn3hsjlqEZB,https://api.spotify.com/v1/audio-analysis/57BGVV6wcyhbn3hsjlqEZB,135747,5,epic
203,Heaven Takes You Home (feat. Connie Constance),"Swedish House Mafia, Connie Constance",0.665,0.738,0,-5.931,0,0.0379,0.0124,0.00598,0.0923,0.0389,125.037,audio_features,3nEHrvNNtgLv9rneTAYVr4,spotify:track:3nEHrvNNtgLv9rneTAYVr4,https://api.spotify.com/v1/tracks/3nEHrvNNtgLv9rneTAYVr4,https://api.spotify.com/v1/audio-analysis/3nEHrvNNtgLv9rneTAYVr4,214071,4,epic
204,Come & Go (with Marshmello),"Juice WRLD, Marshmello",0.625,0.814,0,-5.181,1,0.0657,0.0172,0.0,0.158,0.535,144.991,audio_features,2Y0wPrPQBrGhoLn14xRYCG,spotify:track:2Y0wPrPQBrGhoLn14xRYCG,https://api.spotify.com/v1/tracks/2Y0wPrPQBrGhoLn14xRYCG,https://api.spotify.com/v1/audio-analysis/2Y0wPrPQBrGhoLn14xRYCG,205485,4,epic
205,Cynical,"twocolors, Safri Duo, Chris de Sarandy",0.69,0.84,11,-6.947,1,0.0573,0.0268,3.06e-05,0.363,0.493,129.935,audio_features,2grS8y9w2vVp7sDJ3RnSx9,spotify:track:2grS8y9w2vVp7sDJ3RnSx9,https://api.spotify.com/v1/tracks/2grS8y9w2vVp7sDJ3RnSx9,https://api.spotify.com/v1/audio-analysis/2grS8y9w2vVp7sDJ3RnSx9,191365,4,epic
206,Red Ruby Da Sleeze,Nicki Minaj,0.696,0.733,1,-6.181,1,0.256,0.115,0.0,0.111,0.292,98.355,audio_features,4ZYAU4A2YBtlNdqOUtc7T2,spotify:track:4ZYAU4A2YBtlNdqOUtc7T2,https://api.spotify.com/v1/tracks/4ZYAU4A2YBtlNdqOUtc7T2,https://api.spotify.com/v1/audio-analysis/4ZYAU4A2YBtlNdqOUtc7T2,214445,4,epic
207,Where You Are,"John Summit, Hayla",0.56,0.832,9,-6.432,0,0.0363,0.00953,0.00541,0.546,0.0818,126.0,audio_features,4qDpLaFGf5ampf2DXD2TMA,spotify:track:4qDpLaFGf5ampf2DXD2TMA,https://api.spotify.com/v1/tracks/4qDpLaFGf5ampf2DXD2TMA,https://api.spotify.com/v1/audio-analysis/4qDpLaFGf5ampf2DXD2TMA,236000,4,epic
208,Tell Me Why - MEDUZA Remix,"Supermode, MEDUZA",0.561,0.928,6,-5.812,0,0.0371,0.087,0.894,0.332,0.182,125.988,audio_features,7jrMFjEq0t09f7m3HnnWXl,spotify:track:7jrMFjEq0t09f7m3HnnWXl,https://api.spotify.com/v1/tracks/7jrMFjEq0t09f7m3HnnWXl,https://api.spotify.com/v1/audio-analysis/7jrMFjEq0t09f7m3HnnWXl,171429,4,epic
209,Pink Venom,BLACKPINK,0.794,0.719,0,-7.227,1,0.0761,0.0119,0.0,0.276,0.69,90.016,audio_features,5P3o95Jf0YBQRQ4j2XPpfC,spotify:track:5P3o95Jf0YBQRQ4j2XPpfC,https://api.spotify.com/v1/tracks/5P3o95Jf0YBQRQ4j2XPpfC,https://api.spotify.com/v1/audio-analysis/5P3o95Jf0YBQRQ4j2XPpfC,186964,4,epic
210,Way 2 Sexy (with Future & Young Thug),"Drake, Future, Young Thug",0.803,0.597,11,-6.035,0,0.141,0.000619,4.5e-06,0.323,0.331,136.008,audio_features,0k1WUmIRnG3xU6fvvDVfRG,spotify:track:0k1WUmIRnG3xU6fvvDVfRG,https://api.spotify.com/v1/tracks/0k1WUmIRnG3xU6fvvDVfRG,https://api.spotify.com/v1/audio-analysis/0k1WUmIRnG3xU6fvvDVfRG,257605,4,epic
211,Remember,"Becky Hill, David Guetta",0.612,0.862,8,-2.903,1,0.037,0.041,0.0,0.0907,0.354,123.849,audio_features,4laAKIq9ZxBCwf99rauPYb,spotify:track:4laAKIq9ZxBCwf99rauPYb,https://api.spotify.com/v1/tracks/4laAKIq9ZxBCwf99rauPYb,https://api.spotify.com/v1/audio-analysis/4laAKIq9ZxBCwf99rauPYb,160766,4,epic
212,ULTRA SOLO REMIX,"Polimá Westcoast, Feid, Pailita, Paloma Mami, De La Ghetto",0.909,0.824,1,-4.627,1,0.0797,0.0777,0.00387,0.0638,0.585,109.97,audio_features,6wtZPYBIXUvCpXwVjMCJBf,spotify:track:6wtZPYBIXUvCpXwVjMCJBf,https://api.spotify.com/v1/tracks/6wtZPYBIXUvCpXwVjMCJBf,https://api.spotify.com/v1/audio-analysis/6wtZPYBIXUvCpXwVjMCJBf,322347,4,epic
213,Little Girl Gone,CHINCHILLA,0.706,0.675,1,-6.351,0,0.237,0.177,0.0,0.0852,0.516,159.961,audio_features,5OLcsBO28uWHMzS0EEeZNp,spotify:track:5OLcsBO28uWHMzS0EEeZNp,https://api.spotify.com/v1/tracks/5OLcsBO28uWHMzS0EEeZNp,https://api.spotify.com/v1/audio-analysis/5OLcsBO28uWHMzS0EEeZNp,188596,4,epic
214,Drugs From Amsterdam,Mau P,0.683,0.932,8,-10.402,1,0.0513,0.0389,0.605,0.0615,0.553,125.002,audio_features,0w7JPlp7eEQI2EKW3ayXrv,spotify:track:0w7JPlp7eEQI2EKW3ayXrv,https://api.spotify.com/v1/tracks/0w7JPlp7eEQI2EKW3ayXrv,https://api.spotify.com/v1/audio-analysis/0w7JPlp7eEQI2EKW3ayXrv,235786,4,epic
215,All By Myself,"Alok, Sigala, Ellie Goulding",0.662,0.848,0,-4.338,0,0.0346,0.0932,7.62e-06,0.241,0.773,123.041,audio_features,5Hp4xFihdOE2dmDzxWcBFb,spotify:track:5Hp4xFihdOE2dmDzxWcBFb,https://api.spotify.com/v1/tracks/5Hp4xFihdOE2dmDzxWcBFb,https://api.spotify.com/v1/audio-analysis/5Hp4xFihdOE2dmDzxWcBFb,171778,4,epic
216,Lie,NF,0.513,0.661,5,-6.419,1,0.24,0.161,0.0,0.246,0.179,94.791,audio_features,07FkzikE6FuHIa8Ma7zJGc,spotify:track:07FkzikE6FuHIa8Ma7zJGc,https://api.spotify.com/v1/tracks/07FkzikE6FuHIa8Ma7zJGc,https://api.spotify.com/v1/audio-analysis/07FkzikE6FuHIa8Ma7zJGc,209213,4,epic
217,Astronaut In The Ocean,Masked Wolf,0.778,0.695,4,-6.865,0,0.0913,0.175,0.0,0.15,0.472,149.996,audio_features,3Ofmpyhv5UAQ70mENzB277,spotify:track:3Ofmpyhv5UAQ70mENzB277,https://api.spotify.com/v1/tracks/3Ofmpyhv5UAQ70mENzB277,https://api.spotify.com/v1/audio-analysis/3Ofmpyhv5UAQ70mENzB277,132780,4,epic
218,When I’m Gone (with Katy Perry),"Alesso, Katy Perry",0.685,0.886,0,-4.179,1,0.034,0.028,0.0,0.481,0.615,125.034,audio_features,5902W4uHWzhtOff1UK7the,spotify:track:5902W4uHWzhtOff1UK7the,https://api.spotify.com/v1/tracks/5902W4uHWzhtOff1UK7the,https://api.spotify.com/v1/audio-analysis/5902W4uHWzhtOff1UK7the,161267,4,epic
219,SHAKE SUMN,DaBaby,0.783,0.768,11,-8.471,0,0.157,0.00198,0.0,0.171,0.267,143.071,audio_features,3FhZPYvMGSjFc6boVYKlCv,spotify:track:3FhZPYvMGSjFc6boVYKlCv,https://api.spotify.com/v1/tracks/3FhZPYvMGSjFc6boVYKlCv,https://api.spotify.com/v1/audio-analysis/3FhZPYvMGSjFc6boVYKlCv,124806,4,epic
220,Go Hard,Lil Baby,0.849,0.581,6,-5.464,0,0.261,0.0178,0.0,0.092,0.274,142.015,audio_features,1IzJxbARcQrOWMZgPw1PNj,spotify:track:1IzJxbARcQrOWMZgPw1PNj,https://api.spotify.com/v1/tracks/1IzJxbARcQrOWMZgPw1PNj,https://api.spotify.com/v1/audio-analysis/1IzJxbARcQrOWMZgPw1PNj,217610,4,epic
221,Got It On Me,Pop Smoke,0.688,0.647,2,-7.258,1,0.19,0.00815,1.65e-05,0.095,0.195,88.834,audio_features,25zlnOAzbVoOzIeXSvQFf1,spotify:track:25zlnOAzbVoOzIeXSvQFf1,https://api.spotify.com/v1/tracks/25zlnOAzbVoOzIeXSvQFf1,https://api.spotify.com/v1/audio-analysis/25zlnOAzbVoOzIeXSvQFf1,164580,4,epic
222,Another Love - Tiësto Remix,"Tom Odell, Tiësto",0.79,0.764,4,-4.685,0,0.0737,0.0836,0.0871,0.132,0.473,123.046,audio_features,4Et6tUEO7biKxZEfJXpNj1,spotify:track:4Et6tUEO7biKxZEfJXpNj1,https://api.spotify.com/v1/tracks/4Et6tUEO7biKxZEfJXpNj1,https://api.spotify.com/v1/audio-analysis/4Et6tUEO7biKxZEfJXpNj1,185366,4,epic
223,Rainfall (Praise You),Tom Santa,0.767,0.862,5,-5.464,0,0.0606,0.14,0.0092,0.252,0.509,128.039,audio_features,1M8t1j3Kv2qp97bdq5q4Vl,spotify:track:1M8t1j3Kv2qp97bdq5q4Vl,https://api.spotify.com/v1/tracks/1M8t1j3Kv2qp97bdq5q4Vl,https://api.spotify.com/v1/audio-analysis/1M8t1j3Kv2qp97bdq5q4Vl,166570,4,epic
224,pushin P (feat. Young Thug),"Gunna, Future, Young Thug",0.773,0.422,1,-4.572,0,0.187,0.00783,0.00693,0.129,0.488,77.502,audio_features,3XOalgusokruzA5ZBA2Qcb,spotify:track:3XOalgusokruzA5ZBA2Qcb,https://api.spotify.com/v1/tracks/3XOalgusokruzA5ZBA2Qcb,https://api.spotify.com/v1/audio-analysis/3XOalgusokruzA5ZBA2Qcb,136267,1,epic
225,Kernkraft 400 (A Better Day),"Topic, A7S",0.623,0.727,11,-5.57,0,0.0562,0.184,2.02e-05,0.309,0.4,125.975,audio_features,3kcKlOkQQEPVwxwljbGJ5p,spotify:track:3kcKlOkQQEPVwxwljbGJ5p,https://api.spotify.com/v1/tracks/3kcKlOkQQEPVwxwljbGJ5p,https://api.spotify.com/v1/audio-analysis/3kcKlOkQQEPVwxwljbGJ5p,165800,4,epic
226,Marianela (Que Pasa),"HUGEL, Merk & Kremont, Lirico En La Casa",0.828,0.893,1,-3.344,1,0.0496,0.033,0.00535,0.0811,0.602,124.043,audio_features,5bZjb7xKqLqa58QiUBcVvl,spotify:track:5bZjb7xKqLqa58QiUBcVvl,https://api.spotify.com/v1/tracks/5bZjb7xKqLqa58QiUBcVvl,https://api.spotify.com/v1/audio-analysis/5bZjb7xKqLqa58QiUBcVvl,145766,4,epic
227,"Baddadan (feat. IRAH, Flowdan, Trigga & Takura)","Chase & Status, Bou, Flowdan, IRAH, Trigga, Takura",0.62,0.935,1,-0.504,1,0.252,0.228,0.00443,0.0601,0.559,87.532,audio_features,2ZWmmrWUgDBcPSLihBMvhg,spotify:track:2ZWmmrWUgDBcPSLihBMvhg,https://api.spotify.com/v1/tracks/2ZWmmrWUgDBcPSLihBMvhg,https://api.spotify.com/v1/audio-analysis/2ZWmmrWUgDBcPSLihBMvhg,177292,4,epic
228,MONEY ON THE DASH,"Elley Duhé, Whethan",0.84,0.667,8,-7.126,1,0.0843,0.0439,1.34e-05,0.179,0.292,120.044,audio_features,1p0jBDjxORjYNJyAphBRpE,spotify:track:1p0jBDjxORjYNJyAphBRpE,https://api.spotify.com/v1/tracks/1p0jBDjxORjYNJyAphBRpE,https://api.spotify.com/v1/audio-analysis/1p0jBDjxORjYNJyAphBRpE,145667,4,epic
229,Rhyme Dust,"MK, Dom Dolla",0.925,0.561,3,-8.675,1,0.176,0.0659,0.0271,0.152,0.721,128.034,audio_features,59QDyqLww2pxyg9ijOPO7f,spotify:track:59QDyqLww2pxyg9ijOPO7f,https://api.spotify.com/v1/tracks/59QDyqLww2pxyg9ijOPO7f,https://api.spotify.com/v1/audio-analysis/59QDyqLww2pxyg9ijOPO7f,181365,4,epic
230,Motley Crew,Post Malone,0.797,0.631,3,-3.818,0,0.0786,0.0904,3.71e-06,0.0998,0.288,129.915,audio_features,40uMIn2zJLAQhNXghRjBed,spotify:track:40uMIn2zJLAQhNXghRjBed,https://api.spotify.com/v1/tracks/40uMIn2zJLAQhNXghRjBed,https://api.spotify.com/v1/audio-analysis/40uMIn2zJLAQhNXghRjBed,184213,4,epic
231,PLAYA DEL INGLÉS,"Quevedo, Myke Towers",0.793,0.736,7,-3.254,0,0.0469,0.0822,0.0,0.109,0.656,112.993,audio_features,2t6IxTASaSFkZEt61tQ6W6,spotify:track:2t6IxTASaSFkZEt61tQ6W6,https://api.spotify.com/v1/tracks/2t6IxTASaSFkZEt61tQ6W6,https://api.spotify.com/v1/audio-analysis/2t6IxTASaSFkZEt61tQ6W6,237525,4,epic
232,Augury,Lynx XII,0.587,0.0614,9,-22.387,0,0.0484,0.981,0.894,0.112,0.399,75.041,audio_features,1ELJ66txni1o86RVvdcgHb,spotify:track:1ELJ66txni1o86RVvdcgHb,https://api.spotify.com/v1/tracks/1ELJ66txni1o86RVvdcgHb,https://api.spotify.com/v1/audio-analysis/1ELJ66txni1o86RVvdcgHb,156067,4,focus
233,emotions,Josef Briem,0.416,0.0608,7,-18.971,1,0.041,0.961,0.87,0.129,0.158,66.707,audio_features,44DaoGCx5GuHqQI1ZflPs8,spotify:track:44DaoGCx5GuHqQI1ZflPs8,https://api.spotify.com/v1/tracks/44DaoGCx5GuHqQI1ZflPs8,https://api.spotify.com/v1/audio-analysis/44DaoGCx5GuHqQI1ZflPs8,165483,5,focus
234,Orange Sky,Auðura,0.599,0.114,4,-20.061,1,0.0399,0.966,0.917,0.109,0.0553,79.979,audio_features,2MveOWtavb89Lk09bcPoi8,spotify:track:2MveOWtavb89Lk09bcPoi8,https://api.spotify.com/v1/tracks/2MveOWtavb89Lk09bcPoi8,https://api.spotify.com/v1/audio-analysis/2MveOWtavb89Lk09bcPoi8,129187,4,focus
235,the echoing truth,Tall Towers,0.297,0.0461,0,-20.517,0,0.0336,0.91,0.895,0.112,0.0927,73.838,audio_features,1HsNwZPWvrN8gZ44YnjOCo,spotify:track:1HsNwZPWvrN8gZ44YnjOCo,https://api.spotify.com/v1/tracks/1HsNwZPWvrN8gZ44YnjOCo,https://api.spotify.com/v1/audio-analysis/1HsNwZPWvrN8gZ44YnjOCo,126506,4,focus
236,So Far So Good,Sun Of They,0.577,0.0721,2,-22.973,1,0.0317,0.981,0.898,0.111,0.242,73.998,audio_features,6zTbtySCRStJOv5xA4XvRE,spotify:track:6zTbtySCRStJOv5xA4XvRE,https://api.spotify.com/v1/tracks/6zTbtySCRStJOv5xA4XvRE,https://api.spotify.com/v1/audio-analysis/6zTbtySCRStJOv5xA4XvRE,151917,4,focus
